CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13871.0,2011-11-17 10:49:00,22,276,5275.95,3,4,4,344,Others
13873.0,2011-08-12 10:08:00,119,19,324.05,2,2,2,222,Others
13874.0,2010-12-16 18:20:00,357,15,329.05,1,1,2,112,Others
13875.0,2011-10-17 09:36:00,53,99,1695.74,2,4,4,244,Others
13876.0,2011-10-07 10:22:00,63,6,98.80000000000001,2,1,1,211,Others
13877.0,2011-09-14 15:49:00,85,3,117.24,2,1,1,211,Others
13878.0,2011-10-16 12:19:00,54,29,1059.78,2,2,3,223,Others
13880.0,2011-11-18 13:44:00,20,153,2957.42,3,4,4,344,Others
13881.0,2011-12-06 12:50:00,3,170,16508.32,4,4,4,444,Best Customers
13882.0,2011-12-07 11:16:00,2,54,866.78,4,3,3,433,Others
13883.0,2011-11-29 10:45:00,10,125,2257.93,4,4,4,444,Best Customers
13884.0,2011-12-02 16:30:00,6,55,739.75,4,3,3,433,Others
13885.0,2011-06-03 15:07:00,188,24,390.2,1,2,2,122,Others
13886.0,2011-09-29 13:17:00,70,14,218.56,2,1,1,211,Others
13887.0,2011-05-19 17:22:00,203,16,293.95,1,2,2,122,Others
13888.0,2011-08-12 10:13:00,119,33,505.98,2,2,2,222,Others
13889.0,2011-09-08 09:13:00,92,15,416.90000000000003,2,1,2,212,Others
13890.0,2011-12-08 15:36:00,0,106,1807.46,4,4,4,444,Best Customers
13892.0,2011-11-13 11:50:00,26,27,632.97,3,2,3,323,Others
13893.0,2011-02-15 11:30:00,297,11,338.5,1,1,2,112,Others
13894.0,2011-11-16 09:44:00,23,26,551.87,3,2,2,322,Others
13895.0,2011-11-11 16:57:00,27,113,2494.27,3,4,4,344,Others
13897.0,2011-10-20 14:30:00,49,17,311.16,3,2,2,322,Others
13898.0,2011-01-18 10:28:00,325,11,138.93,1,1,1,111,Churned Customers
13899.0,2011-11-23 13:40:00,15,18,337.52,4,2,2,422,Others
13900.0,2011-05-31 12:11:00,192,37,655.95,1,2,3,123,Others
13901.0,2011-09-28 14:48:00,71,136,2588.55,2,4,4,244,Others
13904.0,2011-11-02 13:41:00,36,26,332.64,3,2,2,322,Others
13908.0,2011-09-21 11:49:00,79,116,2221.1,2,4,4,244,Others
13911.0,2011-10-13 15:43:00,56,137,2388.71,2,4,4,244,Others
13914.0,2011-11-28 10:35:00,11,32,613.95,4,2,3,423,Others
13917.0,2011-10-21 09:56:00,49,17,252.14000000000001,3,2,1,321,Others
13918.0,2011-10-21 12:25:00,49,29,1192.94,3,2,3,323,Others
13919.0,2011-10-11 14:24:00,58,25,331.86,2,2,2,222,Others
13922.0,2010-12-23 10:38:00,351,5,94.2,1,1,1,111,Churned Customers
13923.0,2011-10-17 12:33:00,53,18,317.63,2,2,2,222,Others
13924.0,2011-12-08 09:39:00,1,110,1684.15,4,4,4,444,Best Customers
13925.0,2011-09-08 12:47:00,92,28,444.3,2,2,2,222,Others
13926.0,2011-11-16 13:16:00,22,8,150.10000000000002,3,1,1,311,Others
13927.0,2011-09-26 12:00:00,74,21,348.99,2,2,2,222,Others
13928.0,2011-11-29 10:33:00,10,21,336.47,4,2,2,422,Others
13929.0,2011-06-23 15:26:00,168,7,285.45,1,1,2,112,Others
13930.0,2011-10-13 09:45:00,57,17,337.34,2,2,2,222,Others
13931.0,2011-09-05 10:12:00,95,57,982.53,2,3,3,233,Others
13932.0,2011-02-18 12:02:00,294,10,195.8,1,1,1,111,Churned Customers
13933.0,2011-08-22 14:03:00,108,22,576.99,2,2,3,223,Others
13934.0,2011-03-21 08:39:00,263,28,818.65,1,2,3,123,Others
13936.0,2011-06-13 08:47:00,179,26,376.58,1,2,2,122,Others
13937.0,2011-06-23 16:35:00,168,9,158.85,1,1,1,111,Churned Customers
13938.0,2011-11-04 14:37:00,34,7,71.66,3,1,1,311,Others
13939.0,2011-11-16 13:33:00,22,44,543.05,3,3,2,332,Others
13940.0,2011-11-22 15:15:00,16,41,709.04,4,3,3,433,Others
13941.0,2011-11-18 09:43:00,21,44,4945.96,3,3,4,334,Others
13946.0,2011-09-21 13:33:00,78,11,561.5699999999999,2,1,2,212,Others
13947.0,2011-10-05 14:42:00,64,5,90.6,2,1,1,211,Others
13948.0,2010-12-14 10:18:00,360,2,70.19999999999999,1,1,1,111,Churned Customers
13949.0,2011-12-07 09:35:00,2,160,2427.32,4,4,4,444,Best Customers
13950.0,2011-11-28 14:44:00,10,26,519.26,4,2,2,422,Others
13951.0,2011-06-16 16:43:00,175,34,565.05,1,2,2,122,Others
13952.0,2011-05-06 09:00:00,217,111,2442.371,1,4,4,144,Others
13953.0,2011-12-02 16:04:00,6,20,3515.68,4,2,4,424,Others
13954.0,2011-12-08 12:50:00,1,19,307.82,4,2,2,422,Others
13955.0,2011-07-08 17:19:00,153,29,239.31,1,2,1,121,Others
13956.0,2011-12-04 13:20:00,4,127,742.6700000000001,4,4,3,443,Others
13959.0,2011-09-21 15:06:00,78,86,512.75,2,3,2,232,Others
13960.0,2011-11-18 15:27:00,20,12,230.22,3,1,1,311,Others
13962.0,2011-11-18 08:47:00,21,6,82.1,3,1,1,311,Others
13963.0,2011-02-04 14:43:00,307,29,544.14,1,2,2,122,Others
13967.0,2011-07-17 12:02:00,145,2,80.7,1,1,1,111,Churned Customers
13969.0,2011-12-02 15:11:00,6,573,8147.04,4,4,4,444,Best Customers
13971.0,2011-11-21 12:06:00,18,144,2664.56,3,4,4,344,Others
13972.0,2011-09-30 11:54:00,70,14,174.35,2,1,1,211,Others
13973.0,2011-02-25 15:21:00,286,9,186.75,1,1,1,111,Churned Customers
13974.0,2011-10-21 14:41:00,48,28,413.59000000000003,3,2,2,322,Others
13975.0,2011-11-08 13:19:00,30,319,2354.13,3,4,4,344,Others
13976.0,2011-05-17 09:13:00,206,8,246.68,1,1,1,111,Churned Customers
13978.0,2011-11-25 11:36:00,14,15,196.79000000000002,4,1,1,411,Others
13979.0,2011-09-27 13:32:00,72,54,869.87,2,3,3,233,Others
13980.0,2011-10-10 13:34:00,59,9,135.34,2,1,1,211,Others
13982.0,2011-10-31 16:24:00,38,109,1816.1599999999999,3,4,4,344,Others
13983.0,2011-11-10 11:06:00,29,95,1488.28,3,4,4,344,Others
13984.0,2011-11-13 12:38:00,26,16,920.51,3,2,3,323,Others
13985.0,2011-12-05 17:06:00,3,350,7028.2300000000005,4,4,4,444,Best Customers
13986.0,2011-11-22 15:00:00,16,13,320.46,4,1,2,412,Others
13988.0,2011-11-20 10:15:00,19,203,3425.91,3,4,4,344,Others
13989.0,2011-10-05 09:47:00,65,38,1203.73,2,3,3,233,Others
13990.0,2011-05-10 15:19:00,212,16,311.3,1,2,2,122,Others
13991.0,2011-11-27 16:18:00,11,82,855.97,4,3,3,433,Others
13992.0,2011-11-09 15:23:00,29,5,76.8,3,1,1,311,Others
13993.0,2011-10-28 09:06:00,42,81,2331.26,3,3,4,334,Others
13994.0,2011-12-06 11:05:00,3,136,2059.04,4,4,4,444,Best Customers
13995.0,2011-11-24 14:22:00,14,81,1308.99,4,3,3,433,Others
13999.0,2011-11-29 13:40:00,9,199,3660.21,4,4,4,444,Best Customers
14000.0,2011-05-12 16:50:00,210,15,635.66,1,1,3,113,Others
14001.0,2011-10-25 10:31:00,45,34,1878.68,3,2,4,324,Others
14002.0,2011-07-28 15:55:00,133,41,436.28,2,3,2,232,Others
14004.0,2011-10-27 14:40:00,42,150,3847.54,3,4,4,344,Others
14005.0,2011-11-30 12:41:00,9,77,2403.72,4,3,4,434,Others
14006.0,2011-08-16 09:39:00,115,29,946.24,2,2,3,223,Others
14009.0,2011-05-25 15:47:00,197,39,646.8100000000001,1,3,3,133,Others
14012.0,2011-03-07 12:26:00,277,11,328.8,1,1,2,112,Others
14013.0,2011-08-21 15:01:00,109,34,473.02,2,2,2,222,Others
14014.0,2011-09-23 13:18:00,76,39,505.18,2,3,2,232,Others
14015.0,2011-10-18 10:02:00,52,20,917.34,2,2,3,223,Others
14016.0,2011-07-01 11:29:00,161,142,3170.16,1,4,4,144,Others
14019.0,2011-10-24 10:13:00,46,63,1372.21,3,3,3,333,Others
14020.0,2011-11-23 09:22:00,16,35,587.9,4,2,3,423,Others
14021.0,2011-07-07 15:46:00,154,19,495.7,1,2,2,122,Others
14022.0,2011-04-28 14:39:00,224,28,440.0,1,2,2,122,Others
14023.0,2011-12-02 13:58:00,6,30,564.17,4,2,2,422,Others
14024.0,2011-08-10 11:30:00,121,14,298.45,2,1,2,212,Others
14027.0,2011-10-10 09:01:00,60,6,104.82,2,1,1,211,Others
14029.0,2011-10-07 14:46:00,62,13,365.66,2,1,2,212,Others
14030.0,2011-11-21 16:48:00,17,220,1606.39,4,4,4,444,Best Customers
14031.0,2011-12-02 17:13:00,6,207,13785.710000000001,4,4,4,444,Best Customers
14032.0,2011-12-07 15:23:00,1,130,2702.09,4,4,4,444,Best Customers
14034.0,2011-11-17 14:02:00,21,80,518.0699999999999,3,3,2,332,Others
14035.0,2011-11-11 10:03:00,28,61,1295.67,3,3,3,333,Others
14036.0,2011-02-28 09:26:00,284,28,451.25,1,2,2,122,Others
14037.0,2011-06-16 13:57:00,175,27,139.25,1,2,1,121,Others
14038.0,2011-09-22 13:37:00,77,92,1560.38,2,4,4,244,Others
14039.0,2011-11-06 13:48:00,32,6,152.2,3,1,1,311,Others
14040.0,2011-10-30 12:42:00,40,179,2406.7200000000003,3,4,4,344,Others
14041.0,2011-03-18 13:25:00,265,21,141.41,1,2,1,121,Others
14044.0,2011-11-13 12:05:00,26,199,538.52,3,4,2,342,Others
14045.0,2011-01-06 10:01:00,337,4,945.75,1,1,3,113,Others
14046.0,2011-02-28 14:48:00,283,14,154.99,1,1,1,111,Churned Customers
14047.0,2011-12-01 11:43:00,8,22,873.36,4,2,3,423,Others
14048.0,2011-02-07 14:53:00,304,85,409.93,1,3,2,132,Others
14049.0,2011-11-23 12:20:00,16,452,5089.52,4,4,4,444,Best Customers
14050.0,2011-11-08 10:00:00,31,54,746.36,3,3,3,333,Others
14051.0,2011-12-09 10:20:00,0,194,14025.890000000001,4,4,4,444,Best Customers
14052.0,2011-11-20 12:30:00,19,51,173.66,3,3,1,331,Others
14053.0,2011-08-07 14:27:00,123,4,260.25,2,1,2,212,Others
14054.0,2011-10-05 15:49:00,64,6,92.46,2,1,1,211,Others
14055.0,2011-08-25 15:04:00,105,8,633.74,2,1,3,213,Others
14056.0,2011-12-08 13:36:00,0,962,5960.95,4,4,4,444,Best Customers
14057.0,2011-11-16 10:32:00,23,268,5831.8099999999995,3,4,4,344,Others
14059.0,2011-03-18 10:06:00,266,8,183.6,1,1,1,111,Churned Customers
14060.0,2011-12-05 12:29:00,4,198,6018.02,4,4,4,444,Best Customers
14062.0,2011-11-30 10:04:00,9,109,10413.85,4,4,4,444,Best Customers
14064.0,2011-11-10 13:14:00,28,76,1345.79,3,3,3,333,Others
14066.0,2011-03-18 12:21:00,266,6,114.3,1,1,1,111,Churned Customers
14067.0,2011-10-07 10:21:00,63,48,322.8,2,3,2,232,Others
14068.0,2011-01-23 16:02:00,319,22,248.85000000000002,1,2,1,121,Others
14071.0,2011-12-06 12:27:00,3,290,1011.82,4,4,3,443,Others
14073.0,2011-11-07 15:49:00,31,13,151.04,3,1,1,311,Others
14075.0,2011-12-05 08:38:00,4,41,878.66,4,3,3,433,Others
14076.0,2011-08-02 15:19:00,128,43,105.52,2,3,1,231,Others
14077.0,2011-10-30 12:35:00,40,38,439.97,3,3,2,332,Others
14078.0,2011-08-30 12:16:00,101,62,936.7199999999999,2,3,3,233,Others
14079.0,2011-08-07 12:10:00,124,10,333.25,2,1,2,212,Others
14080.0,2011-11-07 11:09:00,32,4,45.599999999999994,3,1,1,311,Others
14081.0,2011-02-10 16:17:00,301,133,710.17,1,4,3,143,Others
14082.0,2010-12-10 11:02:00,364,27,150.45000000000002,1,2,1,121,Others
14083.0,2011-12-05 13:14:00,3,163,850.03,4,4,3,443,Others
14085.0,2011-12-07 13:46:00,1,428,4109.34,4,4,4,444,Best Customers
14087.0,2011-12-07 12:41:00,2,68,194.42,4,3,1,431,Others
14088.0,2011-11-29 16:16:00,9,457,35732.3,4,4,4,444,Best Customers
14089.0,2011-10-14 10:38:00,56,12,144.5,2,1,1,211,Others
14090.0,2011-01-19 10:51:00,324,1,76.32000000000001,1,1,1,111,Churned Customers
14092.0,2011-12-02 12:13:00,7,204,3893.71,4,4,4,444,Best Customers
14093.0,2011-11-27 16:27:00,11,100,442.85,4,4,2,442,Others
14096.0,2011-12-05 17:17:00,3,4454,39889.01,4,4,4,444,Best Customers
14098.0,2011-11-03 10:13:00,36,21,147.35,3,2,1,321,Others
14099.0,2011-11-23 13:53:00,15,238,2921.12,4,4,4,444,Best Customers
14100.0,2011-07-25 11:01:00,137,22,147.2,2,2,1,221,Others
14101.0,2011-09-27 12:28:00,73,35,5976.79,2,2,4,224,Others
14102.0,2011-12-04 15:38:00,4,55,1327.8799999999999,4,3,3,433,Others
14104.0,2011-06-27 12:49:00,165,17,69.71,1,2,1,121,Others
14105.0,2011-04-14 17:58:00,238,66,1102.58,1,3,3,133,Others
14107.0,2011-10-19 12:12:00,51,117,2546.78,2,4,4,244,Others
14108.0,2011-11-09 10:41:00,30,31,544.36,3,2,2,322,Others
14109.0,2011-09-28 10:18:00,72,9,144.2,2,1,1,211,Others
14110.0,2011-12-06 12:26:00,3,153,5632.65,4,4,4,444,Best Customers
14111.0,2011-11-25 13:44:00,13,9,677.85,4,1,3,413,Others
14112.0,2011-11-17 12:30:00,22,150,2719.0,3,4,4,344,Others
14113.0,2011-12-06 12:18:00,3,33,1815.42,4,2,4,424,Others
14114.0,2011-01-13 11:05:00,330,11,195.13,1,1,1,111,Churned Customers
14116.0,2011-11-20 10:29:00,19,66,1163.84,3,3,3,333,Others
14117.0,2011-07-19 09:49:00,143,3,90.0,1,1,1,111,Churned Customers
14121.0,2011-12-06 12:19:00,3,150,2520.2,4,4,4,444,Best Customers
14124.0,2011-09-16 13:32:00,83,5,419.58000000000004,2,1,2,212,Others
14125.0,2011-11-29 12:47:00,10,148,2396.53,4,4,4,444,Best Customers
14126.0,2011-12-02 11:45:00,7,13,676.1800000000001,4,1,3,413,Others
14127.0,2011-08-09 10:49:00,122,31,503.01,2,2,2,222,Others
14128.0,2011-10-10 12:00:00,60,45,625.0,2,3,3,233,Others
14129.0,2011-12-08 11:02:00,1,52,1123.8600000000001,4,3,3,433,Others
14130.0,2011-01-24 16:05:00,318,59,404.21,1,3,2,132,Others
14132.0,2011-12-07 13:35:00,1,198,3538.23,4,4,4,444,Best Customers
14133.0,2011-08-02 11:34:00,129,25,529.89,2,2,2,222,Others
14135.0,2011-12-08 11:38:00,1,131,4588.81,4,4,4,444,Best Customers
14138.0,2011-12-08 12:44:00,1,46,982.3800000000001,4,3,3,433,Others
14139.0,2011-10-24 13:34:00,45,25,391.91999999999996,3,2,2,322,Others
14140.0,2011-12-06 09:05:00,3,65,922.3,4,3,3,433,Others
14141.0,2011-12-07 09:53:00,2,39,902.38,4,3,3,433,Others
14142.0,2010-12-01 16:33:00,372,21,294.81,1,2,2,122,Others
14143.0,2011-07-29 09:48:00,133,4,64.8,2,1,1,211,Others
14145.0,2011-10-24 12:10:00,46,11,3742.2,3,1,4,314,Others
14146.0,2011-12-01 10:18:00,8,194,3568.75,4,4,4,444,Best Customers
14147.0,2011-09-22 18:10:00,77,3,143.39999999999998,2,1,1,211,Others
14148.0,2011-04-20 12:02:00,233,2,29.700000000000003,1,1,1,111,Churned Customers
14149.0,2011-05-03 09:44:00,220,27,421.12,1,2,2,122,Others
14150.0,2011-11-04 10:05:00,35,26,658.64,3,2,3,323,Others
14152.0,2011-09-25 12:54:00,74,49,621.29,2,3,3,233,Others
14154.0,2011-04-14 16:26:00,238,40,682.92,1,3,3,133,Others
14155.0,2011-03-18 14:13:00,265,6,118.75,1,1,1,111,Churned Customers
14156.0,2011-11-30 10:54:00,9,1234,97258.53,4,4,4,444,Best Customers
14157.0,2011-11-20 11:32:00,19,46,432.88,3,3,2,332,Others
14158.0,2011-10-30 15:08:00,39,38,433.86,3,3,2,332,Others
14159.0,2011-11-20 12:36:00,19,1165,4534.36,3,4,4,344,Others
14161.0,2011-05-08 11:41:00,215,94,890.92,1,4,3,143,Others
14162.0,2011-06-19 11:36:00,173,22,238.91,1,2,1,121,Others
14163.0,2011-09-13 15:18:00,86,42,1994.6100000000001,2,3,4,234,Others
14164.0,2011-09-30 12:24:00,70,29,1631.77,2,2,4,224,Others
14165.0,2011-03-09 12:39:00,275,21,84.29,1,2,1,121,Others
14167.0,2011-10-31 14:29:00,38,45,525.09,3,3,2,332,Others
14171.0,2011-09-02 16:43:00,97,55,308.44,2,3,2,232,Others
14173.0,2011-11-29 11:54:00,10,24,357.34000000000003,4,2,2,422,Others
14174.0,2011-11-06 13:17:00,32,25,124.51,3,2,1,321,Others
14175.0,2011-10-11 11:55:00,59,122,2200.9,2,4,4,244,Others
14176.0,2011-02-15 13:12:00,296,28,517.2,1,2,2,122,Others
14177.0,2011-09-14 15:11:00,85,33,457.61,2,2,2,222,Others
14178.0,2011-12-01 12:01:00,8,309,1523.48,4,4,4,444,Best Customers
14179.0,2011-10-30 12:07:00,40,144,566.88,3,4,2,342,Others
14180.0,2011-11-29 10:56:00,10,101,1779.8200000000002,4,4,4,444,Best Customers
14184.0,2011-10-04 12:43:00,66,15,245.59,2,1,1,211,Others
14185.0,2011-01-12 13:52:00,330,1,12.75,1,1,1,111,Churned Customers
14188.0,2011-11-09 12:45:00,30,63,1988.56,3,3,4,334,Others
14189.0,2011-12-07 15:55:00,1,247,4209.88,4,4,4,444,Best Customers
14191.0,2011-12-08 09:23:00,1,252,4571.06,4,4,4,444,Best Customers
14193.0,2011-10-03 09:34:00,67,40,821.59,2,3,3,233,Others
14194.0,2011-12-05 10:38:00,4,518,9878.97,4,4,4,444,Best Customers
14195.0,2011-04-01 16:50:00,251,3,737.5999999999999,1,1,3,113,Others
14196.0,2011-08-25 10:25:00,106,5,318.52,2,1,2,212,Others
14198.0,2011-11-21 16:35:00,17,31,545.4,4,2,2,422,Others
14199.0,2011-05-05 13:44:00,217,1,10.2,1,1,1,111,Churned Customers
14201.0,2011-10-10 13:27:00,59,35,711.04,2,2,3,223,Others
14204.0,2011-12-07 13:38:00,1,37,138.58,4,2,1,421,Others
14205.0,2011-11-23 10:55:00,16,16,288.2,4,2,2,422,Others
14206.0,2011-04-14 16:38:00,238,19,302.65999999999997,1,2,2,122,Others
14208.0,2011-09-06 12:48:00,94,7,101.14,2,1,1,211,Others
14209.0,2011-11-29 10:18:00,10,64,1485.43,4,3,4,434,Others
14210.0,2011-08-26 12:36:00,105,89,1631.24,2,3,4,234,Others
14211.0,2011-10-17 13:23:00,52,103,2046.65,2,4,4,244,Others
14212.0,2011-09-11 12:45:00,89,9,1070.48,2,1,3,213,Others
14214.0,2011-11-09 10:31:00,30,65,944.98,3,3,3,333,Others
14215.0,2011-11-28 12:19:00,11,104,1701.47,4,4,4,444,Best Customers
14216.0,2011-12-06 14:56:00,2,46,1287.1,4,3,3,433,Others
14217.0,2011-12-08 11:53:00,1,67,1386.3300000000002,4,3,3,433,Others
14218.0,2011-10-28 10:00:00,42,12,169.48000000000002,3,1,1,311,Others
14219.0,2011-12-05 16:23:00,3,6,73.44,4,1,1,411,Others
14220.0,2011-04-06 13:23:00,246,21,632.4,1,2,3,123,Others
14221.0,2011-10-28 13:42:00,41,170,2850.35,3,4,4,344,Others
14222.0,2011-06-15 16:42:00,176,40,673.22,1,3,3,133,Others
14223.0,2011-09-08 13:38:00,91,46,745.68,2,3,3,233,Others
14224.0,2011-08-21 13:24:00,109,95,804.52,2,4,3,243,Others
14226.0,2011-11-10 12:12:00,29,61,2007.49,3,3,4,334,Others
14227.0,2011-11-13 15:48:00,25,153,2927.56,3,4,4,344,Others
14229.0,2011-10-19 10:04:00,51,35,1189.0,2,2,3,223,Others
14231.0,2011-06-09 11:05:00,183,46,793.26,1,3,3,133,Others
14232.0,2011-10-28 11:09:00,42,112,2002.42,3,4,4,344,Others
14233.0,2011-10-21 15:54:00,48,35,1462.72,3,2,4,324,Others
14234.0,2011-11-17 17:53:00,21,147,775.46,3,4,3,343,Others
14235.0,2011-09-25 14:37:00,74,78,3057.26,2,3,4,234,Others
14236.0,2011-09-20 09:13:00,80,14,474.96,2,1,2,212,Others
14237.0,2010-12-01 13:20:00,372,5,77.45,1,1,1,111,Churned Customers
14238.0,2011-01-17 14:40:00,325,7,117.0,1,1,1,111,Churned Customers
14239.0,2011-10-27 14:40:00,42,95,1996.75,3,4,4,344,Others
14240.0,2011-11-09 13:45:00,29,36,745.14,3,2,3,323,Others
14241.0,2011-06-09 11:46:00,183,10,213.70000000000002,1,1,1,111,Churned Customers
14242.0,2011-04-19 11:46:00,234,13,219.25,1,1,1,111,Churned Customers
14243.0,2011-12-01 11:12:00,8,122,2274.97,4,4,4,444,Best Customers
14245.0,2011-05-04 08:40:00,219,96,1516.7,1,4,4,144,Others
14246.0,2011-08-21 11:50:00,110,70,1361.76,2,3,3,233,Others
14247.0,2011-03-06 15:21:00,277,17,104.12,1,2,1,121,Others
14248.0,2011-01-25 14:45:00,317,7,98.58,1,1,1,111,Churned Customers
14250.0,2011-12-02 14:30:00,6,107,1837.05,4,4,4,444,Best Customers
14251.0,2011-12-08 08:32:00,1,78,2879.7000000000003,4,3,4,434,Others
14256.0,2011-03-24 13:17:00,259,42,738.0600000000001,1,3,3,133,Others
14257.0,2011-10-06 16:54:00,63,100,2952.7200000000003,2,4,4,244,Others
14258.0,2011-11-30 15:27:00,8,98,10748.2,4,4,4,444,Best Customers
14259.0,2011-07-21 10:44:00,141,4,104.1,1,1,1,111,Churned Customers
14261.0,2011-09-22 10:47:00,78,34,741.95,2,2,3,223,Others
14262.0,2011-12-01 14:17:00,7,142,2601.23,4,4,4,444,Best Customers
14264.0,2011-07-08 10:20:00,154,7,177.17000000000002,1,1,1,111,Churned Customers
14265.0,2011-08-22 13:32:00,108,20,333.43,2,2,2,222,Others
14267.0,2011-06-30 10:09:00,162,42,940.44,1,3,3,133,Others
14270.0,2011-01-12 09:33:00,331,22,341.65000000000003,1,2,2,122,Others
14271.0,2011-04-28 12:47:00,225,9,92.42,1,1,1,111,Churned Customers
14272.0,2011-09-27 10:08:00,73,29,368.15999999999997,2,2,2,222,Others
14273.0,2011-10-19 13:20:00,50,29,559.97,3,2,2,322,Others
14276.0,2011-09-02 09:45:00,98,61,1042.49,2,3,3,233,Others
14277.0,2011-11-24 15:01:00,14,189,3308.6,4,4,4,444,Best Customers
14280.0,2011-05-27 10:37:00,196,6,92.63999999999999,1,1,1,111,Churned Customers
14282.0,2011-12-06 17:04:00,2,154,3729.34,4,4,4,444,Best Customers
14284.0,2011-11-09 08:11:00,30,28,505.3,3,2,2,322,Others
14285.0,2011-11-18 14:50:00,20,21,1256.66,3,2,3,323,Others
14286.0,2011-11-16 10:34:00,23,274,4422.3,3,4,4,344,Others
14287.0,2011-12-01 13:25:00,7,9,176.63,4,1,1,411,Others
14288.0,2011-05-10 13:22:00,212,15,375.6,1,1,2,112,Others
14289.0,2011-12-01 11:44:00,8,25,508.06,4,2,2,422,Others
14290.0,2011-11-28 14:02:00,10,94,1983.2,4,4,4,444,Best Customers
14291.0,2011-12-08 10:26:00,1,217,3356.1,4,4,4,444,Best Customers
14292.0,2011-12-02 11:50:00,7,90,3960.73,4,3,4,434,Others
14293.0,2011-12-06 15:17:00,2,57,951.1600000000001,4,3,3,433,Others
14295.0,2011-10-30 15:50:00,39,5,166.20000000000002,3,1,1,311,Others
14297.0,2011-11-22 09:06:00,17,60,1225.73,4,3,3,433,Others
14298.0,2011-12-01 13:12:00,7,1600,48274.35,4,4,4,444,Best Customers
14299.0,2011-12-01 16:05:00,7,126,2696.77,4,4,4,444,Best Customers
14300.0,2011-11-21 08:57:00,18,3,43.2,3,1,1,311,Others
14301.0,2011-08-14 15:33:00,116,13,640.14,2,1,3,213,Others
14304.0,2011-05-01 11:50:00,222,11,224.4,1,1,1,111,Churned Customers
14305.0,2011-09-29 15:29:00,70,102,1811.16,2,4,4,244,Others
14306.0,2011-10-19 13:23:00,50,26,1571.32,3,2,4,324,Others
14307.0,2011-09-12 09:38:00,88,171,2785.87,2,4,4,244,Others
14309.0,2011-12-01 13:33:00,7,111,2137.13,4,4,4,444,Best Customers
14311.0,2011-04-11 10:14:00,242,14,213.01,1,1,1,111,Churned Customers
14312.0,2011-10-24 09:46:00,46,75,1342.34,3,3,3,333,Others
14314.0,2011-08-25 10:39:00,106,8,120.0,2,1,1,211,Others
14315.0,2011-10-26 12:06:00,44,85,2074.03,3,3,4,334,Others
14317.0,2011-10-06 10:44:00,64,20,375.58,2,2,2,222,Others
14320.0,2011-05-17 09:24:00,206,30,457.89,1,2,2,122,Others
14321.0,2011-11-29 09:47:00,10,116,1415.8,4,4,3,443,Others
14323.0,2011-08-17 11:37:00,114,32,517.66,2,2,2,222,Others
14326.0,2011-04-11 15:04:00,241,8,183.85,1,1,1,111,Churned Customers
14327.0,2011-06-29 13:58:00,162,12,311.65,1,1,2,112,Others
14329.0,2011-11-22 15:50:00,16,229,4170.59,4,4,4,444,Best Customers
14331.0,2011-08-07 13:17:00,123,25,395.76,2,2,2,222,Others
14332.0,2011-11-17 11:54:00,22,25,866.31,3,2,3,323,Others
14333.0,2011-10-03 10:38:00,67,9,188.20000000000002,2,1,1,211,Others
14334.0,2011-11-23 10:01:00,16,125,1945.61,4,4,4,444,Best Customers
14335.0,2011-11-23 13:41:00,15,58,442.76,4,3,2,432,Others
14336.0,2011-11-23 11:40:00,16,89,1575.11,4,3,4,434,Others
14338.0,2011-05-27 13:30:00,195,26,457.12,1,2,2,122,Others
14339.0,2011-04-11 11:06:00,242,14,309.52,1,1,2,112,Others
14340.0,2011-05-05 09:44:00,218,6,134.7,1,1,1,111,Churned Customers
14341.0,2011-10-25 15:48:00,44,119,2037.93,3,4,4,344,Others
14342.0,2011-11-18 13:21:00,20,19,498.56,3,2,2,322,Others
14344.0,2011-08-04 13:51:00,126,59,676.73,2,3,3,233,Others
14345.0,2011-11-01 09:51:00,38,6,108.97999999999999,3,1,1,311,Others
14346.0,2011-08-11 09:47:00,120,52,814.58,2,3,3,233,Others
14348.0,2011-03-24 16:23:00,259,16,297.87,1,2,2,122,Others
14349.0,2011-11-29 15:39:00,9,30,125.0,4,2,1,421,Others
14350.0,2011-03-10 14:14:00,273,18,282.93,1,2,2,122,Others
14351.0,2011-06-28 11:56:00,164,1,51.0,1,1,1,111,Churned Customers
14352.0,2011-07-05 15:41:00,156,37,845.1600000000001,1,2,3,123,Others
14353.0,2011-05-08 16:06:00,214,6,90.6,1,1,1,111,Churned Customers
14354.0,2011-12-04 11:32:00,5,9,163.62,4,1,1,411,Others
14355.0,2010-12-09 12:16:00,365,10,158.5,1,1,1,111,Churned Customers
14356.0,2011-09-21 09:18:00,79,29,480.93,2,2,2,222,Others
14357.0,2011-10-27 16:23:00,42,39,215.82,3,3,1,331,Others
14359.0,2011-11-20 13:17:00,18,48,799.08,3,3,3,333,Others
14360.0,2011-11-08 09:12:00,31,106,1732.83,3,4,4,344,Others
14362.0,2011-11-17 15:08:00,21,36,148.45,3,2,1,321,Others
14364.0,2011-08-23 11:01:00,108,61,3338.75,2,3,4,234,Others
14367.0,2011-12-01 13:19:00,7,455,8034.02,4,4,4,444,Best Customers
14368.0,2011-01-24 09:52:00,319,6,105.2,1,1,1,111,Churned Customers
14371.0,2011-02-17 16:35:00,294,4,100.5,1,1,1,111,Churned Customers
14373.0,2010-12-16 15:40:00,357,1,10.2,1,1,1,111,Churned Customers
